zipcode,pdb_org_id,country,org_id,url,address,name,state,city
1101HE,21461,NL,21461,http://hostcircle.nl,De Entree 99-197,HostCircle B.V.,Noord-Holland,Amsterdam
,21462,BR,21462,http://www.bbnetup.com.br,,B.B. NET UP EIRELI -ME,Segipe,Campo do Brito
3100,21464,AR,21464,http://www.bmsolucionessrl.com.ar,"Churruarin 2207
Pasteur 330",BM SOLUCIONES S.R.L.,ENTRE RIOS,PARANA
90028,21465,US,21465,http://www.iotum.com,"7080 Hollywood Blvd
Suite 903","Iotum Global Holdings, Inc.",CA,Los Angeles
,21466,,21466,,,"Vantage Health Plan, Inc.",,
38400-100,21467,BR,21467,https://select.udi.br/,,SELECT TELECOM E REDES,MINAS GERAIS,UBERLANDIA
,21468,,21468,,,ASAP Internet (Pty) LTD,,
78635000,21469,BR,21469,http://www.helpinternet.com.br,"Avenida Planalto,367
Centro",HELP INTERNET,Mato Grosso,Água Boa
10179,21470,DE,21470,https://netcom-cs.de/,Koepenicker Str. 73,Netcom Connected Services GmbH,Berlin,Berlin
,21471,,21471,,,unused2,,
8730557,21472,CL,21472,http://www.myjchile.cl,avenida general san martin 531,INVERSIONES MYJ LTDA,quilicura,santiago
14883,21473,US,21473,https://www.htva.net,24 E. Tioga St,Haefele Connect,NY,Spencer
,21474,,21474,,,GLOBOTECH TELECOM LTDA - ME,,
T5H4G9,21475,CA,21475,http://www.epsb.ca,One Kingsway Ave. NW,"Edmonton Public School Board, District No. 7",Alberta,Edmonton
4600,21476,GE,21476,http://www.datacomm.ge,"4/15, 1st Lane, Z.Gamsakhurdia Street",DataComm LTD,Imereti,Kutaisi
105037,21478,RU,21478,http://sparktell.net/,"Izmailovsky proezd 6, building 1, basement, part I, room 3",OOO SPARK TELL,,Moscow
,21479,,21479,,,ASIAN CITY ONLINE BD LTD.,,
1204,21480,BD,21480,http://sunonlinebd.com/,"496, East jurain rail gate, KADAMTOLI,",MOHAMMAD ANOWER HOSSAIN t/a SUN ONLINE,Dhaka,Dhaka
2300,21481,CH,21481,https://www.vnv.ch,Allée des Défricheurs 4,VNV SA,,La Chaux-de-Fonds
1628SE,21482,NL,21482,https://www.artofautomation.net,"Boedijnhof 82C
1628SE",Art Of Automation B.V.,,Hoorn
S7K 0J5,21483,CA,21483,https://www.saskatoon.ca/,222 3rd Ave. N.,City of Saskatoon,Saskatchewan,Saskatoon
1006,21484,AF,21484,http://cts.af,"Opposite of Women's Garden, Ariana Tower, Kabul, Afghanistan",Mobin Net,KBL,Kabul
,21485,US,21485,https://naive.network,,Naive Network,,
1,21486,SO,21486,http://www.mptt.gov.so,"Jamhuria Street
Boondheere","Ministry of Posts, Telecommunications and Technology",Please Select...,Mogadishu
,21487,,21487,,,Cybercity Extreme Broadband Pvt Ltd,,
115 28,21488,SE,21488,https://www.conapto.se/?lang=en,Sandhamnsgatan 63A,Conapto AB,,Stockholm
230102,21490,EC,21490,http://www.alfanet.ec,"jcgualotunah@alfanet.ec
jcgualotunah@gmail.com",TELEALFACOM CIA. LTDA.,Santo Domingo de los Tsachilas,Santo Domingo de los Colorados
92213,21491,FR,21491,https://www.dataxion-france.fr/,199 Bureaux de la Colline,Dataxion SAS,,Saint Cloud cedex
v4a0c4,21492,CA,21492,http://www.it7.net,"130-1959 152st
Unit 619",IT7 Networks Inc,British Columbia,surrey
5082,21494,AU,21494,https://enee.com.au,281 Churchill Road,Enee Solutions Pty Ltd,SA,Prospect
,21495,,21495,,,Elite Broadband Pvt Ltd,,
132101,21496,IN,21496,http://www.shirstyservices.com,"243/1, Jaurasi Road
Samalkha",Shirsty Internet Services Pvt Ltd,Haryana,Panipat
,21497,,21497,,,Livedrive Internet Ltd.,,
,21499,,21499,,,Ruhr-Universitaet Bochum,,
1481,21500,NO,21500,https://as209861.net,Eikeveien 17,Christoffer Aasum Unes,Akershus,Hagan
,21501,,21501,,,Telefonia Bonairiano N.V.,,
55263,21502,DE,21502,https://level66.network,Im Kirschgarten 9,level66.network UG (haftungsbeschränkt),RLP,Ingelheim am Rhein
,21503,,21503,,,CTS Eventim Solutions GmbH,,
160 00,21504,CZ,21504,http://www.hanspaul-city.net,Gensovská 12,hanspaul-city.net s.r.o.,Czech Republic,Praha 6
,21505,,21505,,,"State Enterprise ""Main Information-Calculating Center of the State Administration of the Ukrainian Railway""",,
,21506,,21506,http://sky-en.ru/,,Sky Engineering LLC,,
,21507,RU,21507,http://www.spbline.net,,SP Line Ltd,,Saint-Petersburg
3460000,21508,CL,21508,https://geonet.cl,3 Sur #681,Geonet SpA,Maule,Talca
,21509,,21509,,,Rasana Pishtaz Iranian Service Cooperative Co.,,
,21510,,21510,,,Melli Pakhsh Faravardehay Nafti Iran PJSC,,
,21511,,21511,,,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,,
050060,21513,KZ,21513,http://www.smartnet.kz/,"79, Khodzhanov str.",SMARTNET TOO,,Almaty
42001,21514,IQ,21514,http://www.valeenonline.com,,Valin Company for General Trading and Communication LTD,Duhok,Duhok
,21516,EE,21516,http://loginet.ee,,Loginet Solutions LLC,,
58058720,21517,BR,21517,http://www.uplinkbrasil.com.br,"Rita pereira da Silva, 159 - Mangabeira VII
Rita pereira da Silva, 159 - Mangabeira VII",Uplink Brasil,PB,João Pessoa
,21518,SO,21518,http://nca.gov.so/,,National Communications Authority Somalia,,
417818,21519,SG,21519,https://lws.network,"31 Kaki Bukit Road 3, #03-02, Techlink",Lifeway Singapore Pte. Ltd.,,Singapore
310124,21520,RO,21520,http://www.inext.ro,B-dul Decebal nr 2-4,INTERNEXT SRL,Arad,Arad
,21521,,21521,,,PPHU Multicom Kumor Pawel,,
,21522,,21522,,,Pixinko SPRL,,
75083323,21523,BR,21523,http://www.interlinkvirtual.com.br,"Rua Dinamarca, 0, Qd. 07 Lt. 18",Interlink Comunicação Virtual LTDA ME,Goiás,Anápolis
652380,21524,RU,21524,http://ftlink.ru,"Kooperativnaja, 4",Fiber Telecom,,Promýshlennaja
,21525,,21525,,,ASTEL JSC,,
,21526,,21526,,,SKYINF SOLUCOES EM TECNOLOGIA DE INFORMACAO LTDA,,
,21527,KZ,21527,http://www.tnsplus.kz,"Коктем-2, 22",TNS-Plus,,Алматы
,21528,,21528,,,CODGREC S.A.,,
610048,21529,,21529,http://wwww.intcom.info,,Intercom OOO,Kirovskaya,Kirov
25671,21530,PL,21530,http://ne-trix.com,Batalionow Chlopskich 89,I-TEL Pawel Bak,,Kielce
14030200,21531,BR,21531,http://www.nexnett.com.br/,"Rua José Venâncio 1165
Rua Ábilio Sampaio 545 - 555",NEXNETT Brasil Telecom,SP,Ribeirão Preto
,21532,RU,21532,http://vega-int.ru,Lenina Street 34,"Vega-Service, LLC",,Snezhinsk
,21533,,21533,,,Enhancelink Coreport Private Limited,,
,21534,,21534,,,Winrock Nigeria Limited,,
25953-560,21535,BR,21535,https://www.terabyterj.com.br,"R. Dr. José Mendonça Clark, 90, SL 202",Terabyte Teresopolis,RJ,Teresópolis
10510,21536,DO,21536,http://www.estrelatel.com,8 Calle Gala,ESTRELA TELECOM,Distrito Nacional,Santo Domingo
77002,21537,US,21537,https://interconnx.net,"1415 Louisiana St.
Suite 003",InterConnX Realty,Texas,Houston
46204,21538,US,21538,https://www.hometowntechnologies.com,"333 N. Alabama Street
Suite 350","Hometown Technologies, LLC",Indiana,Indianapolis
00100,21539,KE,21539,https://telkom.co.ke,"Telkom Plaza - Ralph Bunche Road
P.O. Box 30301 - 00100",Telkom Kenya,Nairobi,Nairobi
74136,21540,US,21540,https://www.fyroute.com,1831 E. 71st Street,Find Your Route LLC,Oklahoma,Tulsa
29909,21541,US,21541,https://www.digitalworkspaces.com,"110 Traders Cross
1st Floor",Digital Workspaces L.L.C.,South Carolina,Bluffton
,21542,US,21542,,,Got VM Limited Co.,,
87102,21543,US,21543,https://www.laxonline.com,"500 Marquette Avenue NW
Suite 1200",LAX Online Limited Company,New Mexico,Albuquerque
55101,21544,US,21544,https://www.gigoli.com,"445 Minnesota Street
Suite 1500",Gigoli Internet LLC,Minnesota,St. Paul
,21545,DE,21545,http://www.cksoft.de/,,CK Software GmbH,,
,21546,,21546,,,Frank Meeusen,,
WA2 8LE,21547,GB,21547,http://www.synextra.co.uk/,"Synextra
The Old Rectory",Synextra Limited,,Warrington
100101,21548,NG,21548,http://www.broadbased.net,Necom House,Broadbased Communications Limited,Lagos,"15 Marina, Lagos Island"
75.805-030,21549,BR,21549,http://larcnet.com.br,"R SALGADO FILHO, 1041
Setor Aeroporto",SCV TELECOMUNICAÇÕES E COMERCIO LTDA-ME,Goiás,Jataí
,21550,,21550,,,Aroga GmbH,,
0129,21551,ZA,21551,http://www.voizacom.co.za,"152 Zambesi Drive
Sinoville",Voizacom (PTY) LTD,Gauteng,Pretoria
431001,21552,IN,21552,http://www.kenstar.com,"O-1, 1st Floor, Wing A,
Roopchand Complex, Aurangpura Road,",Kenstar Web Solutions Private Limited,Maharashtra,Aurangabad
,21553,,21553,,,Spark Online,,
96813-3047,21554,US,21554,https://ets.hawaii.gov/,1151 Punchbowl St Ste B10,State of Hawaii,HI,Honolulu
,21555,,21555,,,S.C. Profisol Telecom S.R.L.,,
,21556,,21556,,,Chase Bank Kenya Limited,,
16.300-013,21557,BR,21557,http://www.telnets.com.br,"AV LUIZ OSORIO , 296",L. Garcia Comunicações ME,SP,PENAPOLIS
98500000,21558,BR,21558,http://www.redemeganet.com.br,"velocidade.redemeganet.com.br
lg.redemeganet.com.br",MEGA NET PROVEDOR INTERNET LTDA,Rio Grande do Sul,Tenente Portela
75008,21559,FR,21559,http://www.altareacogedim.com/,"8 AVENUE DELCASSE
75008 PARIS - FRANCE",SNC ALTAREA MANAGEMENT,FRANCE,PARIS
,21560,,21560,,,Juniper Solutions Limited,,
,21561,,21561,,,W M S FONTES INFORMATICA - LTDA,,
13208-703,21562,BR,21562,https://www.optfiber.com.br,"Rua Hilda Del Nero Bisquolo, 102 Sala 1107 11 Andar
Jardim Flórida",Optfiber Telecomunicações LTDA,SP,Jundiaí
37470-000,21563,BR,21563,http://www.raimaxfibra.com.br,"Rua Cel. Jose Justino, 424",RAIMAX INTERNET LTDA,MG,Sao Lourenco
2001,21564,AU,21564,https://datamossa.com,GPO BOX 3353,DataMossa,NSW,Sydney
,21565,,21565,,,Layerstack Ltd,,
30169,21566,ES,21566,https://avanzafibra.com,,Avanza Network Telecom S.L.,,Murcia
,21567,,21567,,,VOENTELECOM JSC,,
36570013,21569,BR,21569,http://www.juni.net.br,DR BRITO 11 LOJA 3,JUNI,MINAS GERAIS,VICOSA
69088-343,21570,BR,21570,https://ultranetmanaus.com.br/,,G C DE SOUSA JUNIOR MULTIMÍDIA - ME,Amazonas,Manaus
,21571,,21571,,,Luke James,,
58073-415,21572,BR,21572,http://www.ontell.com.br,Rua Agostinho Fonseca Neto 91,Ontell Serviços de Banda Larga e Tecnologia LTDA,Paraiba,Joao Pessoa
,21573,,21573,,,GR SOLUCOES TELECOM LTDA - ME,,
95054,21575,US,21575,http://www.f5.com/,2550 Great America Way #350,Volterra Inc,CA,Santa Clara
010350,21576,EC,21576,https://www.conexiontotal.com.ec/,"Antonio Delgado 9-15/Gran Colombia, CP 010350 Gualaceo, Ecuador",CONEXIONTOTAL S.A.,AZUAY,GUALACEO
X5804BYA,21577,AR,21577,http://www.unrc.edu.ar,Ruta Nac. 36 - Km. 601,Universidad Nacional de Rio Cuarto,Córdoba,Río Cuarto
9500000,21578,CL,21578,http://www.bitred.cl,calle  1 804,Bitred Group SpA,,Santiago
98077,21579,US,21579,https://www.fiberdash.com,15008 Bear Creek RD NE,Fiberdash,WA,Woodinville
,21580,,21580,,,Spiderlink Networks Pvt Ltd,,
,21581,,21581,,,GMCHOSTING LLC,,
,21583,,21583,,,R GALDINO DE ALMEIDA,,
79024,21584,UA,21584,https://kopiyka.org/,"vul. Promyslova, 60
Lviv",Servisnet Ltd.,Lvivska,Lviv
282002,21586,IN,21586,http://www.royalbroadband.co.in,"T2, Block 32,
Sanjay Place,",Royal Wireless Services Pvt Ltd.,Uttar Pradesh,Agra
04845-140,21587,BR,21587,http://www.vilavnet.com.br,"Rua Domingos Tavares Santiago, 354
Jardim Reimberg",VILAVNET SOLUCOES EM INFORMATICA LTDA-ME,SP,São Paulo
19104-6228,21588,US,21588,https://www.upenn.edu/,3401 Walnut St,University of Pennsylvania,PA,Philadelphia
19104,21589,US,21589,https://www.magpi.net/,3401 Walnut Street,MAGPI,PA,Philadelphia
22949,21590,US,21590,http://fireflyva.com,PO Box 359,"Central Virginia Services, INC",Virginia,Lovingston
1164,21591,BG,21591,https://tbros.net,"12, Tsanko Tserkovski Str.",TBISS Ltd,SF,Sofia
83206,21592,SK,21592,https://www.zsr.sk/zt/,Kováčska 3,ZSR - ZT Bratislava,Slovakia,Bratislava
11001,21595,BT,21595,http://www.drukcom.com,,"FastLink Wireless ISP, DrukCom Pvt. Enterprise.",Thimphu,Thimphu
,21596,,21596,,,THIAGO DA SILVA SOUZA - ME,,
09390-160,21597,BR,21597,http://roxtelecom.com.br,"Rua Sílvio Pântano, 159",ROX TELECOM LTDA - ME,SP,Mauá
9202,21598,BD,21598,http://www.daulatpuronline.com,"180, Hazi Shariuttallah market,
Daulatpur, Khulna. - 9202",Daulatpur Online,Khulna,Khulna
,21599,,21599,,,VERUS Connect,,
BT1 3LG,21600,GB,21600,https://www.voxbit.net,1 Lanyon Quay,Voxbit,Co Antrim,Belfast
468320,21601,RU,21601,,"Korolyova ave., Teletsentr",Telecompany Viza-2 Ltd.,,Baikonur
38440,21602,DE,21602,https://wobcom.de,Heßlinger Straße 1-5,WOBCOM GmbH,Niedersachsen,Wolfsburg
03123,21603,LT,21603,https://lrt.lt,S. Konarskio 49,Lietuvos nacionalinis radijas ir televizija (LRT),LT,Vilnius
,21604,,21604,,,Lyft Inc,,
42713-480,21605,BR,21605,https://gsmbahia.com.br/,"Av. Queira Deus, nº 169 - Portão",GSM BAHIA PROVEDOR DE INTERNET LTDA,,Lauro de Freitas
,21606,,21606,,,Discovery Networks International LLC,,
65912-190,21607,BR,21607,http://www.netfacilbandalarga.com.br,"Rua Dom Marcelino, 1190
Vila Nova",S.BARROS DE SOUZA EIRELI,MA,Imperatriz
79560-000,21608,BR,21608,https://www.chapnet.com.br,"Rua Brasil 1022
1º andar",Chapnet Serviços de Comunicação Ltda,MS,Chapadão do Sul
,21609,US,21609,https://highlinefast.com/,,Highline,,
5529,21610,AR,21610,,"Rodeo del Medio, 100",VELAZQUEZ HERNANDEZ RAFAEL (JETCOM ISP),,Maipu
79540-000,21611,BR,21611,http://www.fibernetms.com.br,Rua Antonio Paulino Nº474 Sala 01,FIBERNET EMPRESA DE COMUNICACOES LTDA,MS,Cassilândia
19800-130,21612,BR,21612,http://www.cabonnet.com.br,,cabonnet telecomunicacões ltda,SP,Assis
9011,21613,AR,21613,http://CaletaVideoCable.Tv,San José obrero 1357,Caleta Video Cable SRL,Santa Cruz,Caleta Olivia
,21614,,21614,,,Zipnet Limited,,
1817DA,21615,NL,21615,https://www.infrablocks.nl,Havinghastraat 32,Infra Blocks B.V.,Noord Holland,Alkmaar
,21616,,21616,,,Oak Ridge National Laboratory,,
98901,21617,US,21617,https://www.wholesailnetworks.com,901 Pitcher Street,Wholesail Networks LLC,Washington,Yakima
06901,21618,US,21618,http://www.cloudpath.com,6 Landmark Square,Cloudpath LLC,Connecticut,Stamford
0192,21619,GE,21619,http://www.skytel.ge,"23A, David Guramishvili avenue",LLC Skytel,,Tbilisi
,21620,KE,21620,https://www.syokinet.co.ke,,Syokinet Solutions Limited,,
115088,21621,RU,21621,http://www.smstraffic.ru,"115088, city of Moscow, 2nd Yuzhnoportovy proyezd, house 20A structure 4, entrance 1, floor 2",SMS Traffic LLC,,Moscow
44210,21622,FR,21622,http://www.alphalink.fr/,"Rue Jules Ferry, Le Boismain",Alphalink,,PORNIC
21046,21623,US,21623,https://coptdata.com,6711 Columbia Gateway Dr,"COPT DATA MANAGEMENT, LLC",Maryland,Columbia
8401,21624,CH,21624,https://www.axa.ch/de/landingpage-kampagnen/colocation.html,Paulstrasse 12,AXA Versicherungen AG,Zurich,Winterthur
60.743-762,21625,BR,21625,http://www.enlacetelecom.com.br,"Av. Doutor Silas Munguba, 6070, 717
bairro PASSARÉ",DMC TECNOLOGIA E INFORMATICA LTDA - ME,CE,Fortaleza
,21626,,21626,,,NEC Australia Pty Ltd,,
13223200,21627,BR,21627,http://nitrotelecom.com.br,"Avenida Victorio Spinucci 562
Jardim Promeca",Andys Informatica Com. e Serv. de Info. Eireli,Sao Paulo,Varzea Paulista
1207,21628,BD,21628,http://skyviewonlineltd.com,"153/1 North Jatrabari, Dhaka 1204",SKYVIEW ONLINE LTD,Dhaka,Dhaka
,21629,,21629,,,Kauno Technologijos Universitetas,,
48290000,21632,BR,21632,Http://www.intratelecom.com.br,"Avenida Getulio Vargas
132",Intra Telecomunicação,Bahia,Itanagra
60320-680,21633,BR,21633,http://iftecnologia.net.br/,R Placido De Carvalho,JOSE IRALDO DE AGUIAR JUNIOR,Ceara,Fortaleza
5220,21634,DK,21634,https://www.kviknet.dk,"Niels Bohrs Allé 185
c/o Kviknet.dk ApS",Kviknet.dk,Syddanmark,Odense SØ
,21635,,21635,,,Tribunal Regional do Trabalho da 4 Regiao,,
15026,21636,EE,21636,https://levira.com,Kloostrimetsa tee 58a,Levira AS,Harjumaa,Tallinn
5000,21637,GN,21637,http://mpten.org.gn,,Ministère des Postes Télécommunications et de l'Economie Numérique,,Conakry
,21638,,21638,,,COVANCE INC,,
,21640,,21640,,,Bull HN Information Systems Inc.,,
,21641,,21641,,,Future Net Solution,,
,21643,RO,21643,http://www.mediasudtv.ro/,"Str. Libertatii Nr. 185., Bl. A5, Ap. 17",SC MEDIA SUD SRL,Teleorman,Alexandria
122001,21644,IN,21644,http://www.mynetvision.com,Plot 128 Sector 44,Netvision Awadh Networks Private Limited,Haryana,Gurgaon
"Cable Tv Tower,9 Hoi Shing Road",21645,CN,21645,http://www.gigabitbank.com,"www.gigabitbank.com
www.gigabitbank.com",GIGABIT SOLUTION LIMITED,"Tsuen Wan,",HongKong
93230-620,21646,BR,21646,http://cyberwebatjp.net.br/,"Avenida Juventino Machado, 716
Boa Vista",schossler e silva ltda - me,RS,Sapucaia do Sul
62828,21647,US,21647,http://www.hcc.coop,Route 142 E,"Hamilton County Communications, Inc",IL,Dahlgren
43119,21648,US,21648,http://www.setsonllc.com,6352 Thorncrest dr,Setson LLC,Ohio,Galloway
44333,21649,US,21649,https://untangled.technology/,1141 Meadow Park Drive,"Untangled Technology, LLC",Ohio,Akron
44333,21650,US,21650,http://fairlawngig.net,3300 Fairlawn Service Drive,FairlawnGig.net,Ohio,Akron
65609-280,21652,BR,21652,https://oknetinfor.com.br,"1ª Travessa Rodrigo Otávio, 595 - Trezidela, Caxias",FELIPE GERARDO ARAUJO DE LIMA - ME,Caxias,Maranhão
,21653,,21653,,,A. H. SANTOS OLIVEIRA - ME,,
81030,21654,BR,21654,http://www.impactnet.com.br,441 Rua Conde de São João das Duas Barras,IMPACTNET I E C LTDA,State of Paraná,Curitiba
09121000,21655,BR,21655,http://www.acessonetfibra.com.br,"Queiros Filho 1936
Avenida Queirós Filho",Acesso Net Servicos,SP,Santo
,21656,,21656,,,PLUS TELECOM DO BRASIL LTDA - ME,,
00510,21657,FI,21657,https://www.s1networks.fi,Lemuntie 7 A,S1 Networks Oy,,Helsinki
63110,21658,US,21658,https://www.exegy.com,"349 Marshall Avenue
Suite 100",Exegy Incorporated,Missouri,Saint Louis
,21661,,21661,,,ADENILTON DA PAIXÃO RIBEIRO - ME,,
,21662,,21662,,,Ford Motor Company,,
,21664,BR,21664,https://wsinternet.com.br,,WSNET Internet e Dados,Rio Grande do Sul,Viamão
,21665,,21665,,,Tempest a.s.,,
,21667,,21667,,,UNIREDES TELECOMUNICACOES E INFORMATICA LTDA ME,,
36401-126,21668,BR,21668,http://turbonetminas.com.br,"Rua Coronel João Gomes, 54
Santo Antônio",RESENDE & GONCALVES SERVICOS E INTERNET LTDA,MG,Conselheiro Lafaiete
26080320,21669,BR,21669,http://www.abvservices.com.br,"www.virtuatelecom.net.br
https://abvservices.dualstack.speedtestcustom.com/",A B V SERVICES LTDA,Rio de Janeiro,Nova Iguaçu
L8P4W7,21670,CA,21670,http://netaccess.ca,"21 King St West
Suite 1500",NetAccess Systems Inc,Ontario,Hamilton
,21671,,21671,,,FONATA TELECOMUNICAÇÕES LTDA.,,
4600,21672,AR,21672,http://www.fiberway.com.ar,Belgrano 930,TELESISTEMA S.R.L.,JUJUY,San Salvador de Jujuy
,21673,,21673,,,QualityNet General Trading & Contracting Co.,,
,21674,,21674,,,Tridexon AG,,
65940000,21675,BR,21675,https://www.webnet.com.br,RUA SANTA CLARA N 15 BAIRRO CANOEIRO,WEBNET BANDA LARGA,MARANHAO,GRAJAU
,21676,,21676,,,Setevye technologii LLC,,
,21677,,21677,,,Limited Liability Company Sviaz Industriya,,
428001,21678,RU,21678,http://www.etherway.ru,Lenina 19/1,Shupashkartrans-K Ltd.,Chuvashia,Cheboksary
140033,21679,RU,21679,http://www.malnet.ru,"Bykovskoe sh, d. 41
Moscovskaya oblast, Luberetsky r-n",Malnet Ltd.,MSK,pgt. Malakhovka
117545,21680,RU,21680,http://centroset.ru,1-y Dorozhniy proezd 9,CentroSet Ltd.,Russian Federation,Moscow
,21681,,21681,,,GAIJIN NETWORK LTD,,
,21682,,21682,,,OPTI Scientific Production Enterprise Ltd,,
,21683,,21683,,,AtoS IT Solutions and Services LLC,,
,21684,,21684,,,Global Telecom LLC,,
115088,21685,RU,21685,https://masterhost.ru,"2-oy Yuzhnoportovyy proezd, 20A","LLC ""MASTERHOST""",,Moscow
115035,21686,RU,21686,https://www.dhub.ru,Kadashevskaya naberezhnaya 22/1 build1,"Telecommunication Systems, LLC",Moscow,Moscow
,21687,,21687,,,Cedric Dasnois,,
,21688,RU,21688,,,Zeppelin Rusland Ltd,,Moscow
11385,21689,US,21689,http://www.ocgfiber.com,79-24 71st Avenue,"Optical Communications Group, Inc.",NY,Glendale
197375,21692,RU,21692,http://okko.tv,"st. Savushkina, 126B",OKKO LLC,,Saint-Petersburg
,21693,,21693,,,"OOO ""NOVATEL""",,
8048,21694,CH,21694,,Badenerstrasse 530,Sitrox AG,ZH,Zurich
46208,21695,US,21695,https://www.butler.edu,4600 Sunset Avenue,Butler University,IN,Indianapolis
,21696,,21696,,,Teleklik d.o.o.,,
95683,21697,US,21697,http://www.zetabroadband.com,PO BOX 537,Zeta Broadband,CA,Rancho Murieta
,21698,TW,21698,https://www.sakura-host.net,"3F., No.178, Jingye 3rd Rd., Zhongshan Dist.",Sakura Internet Ltd.,,Taipei
,21699,,21699,,,Vist on-line LTD,,
,21700,RU,21700,https://www.avantel.ru/,,JSC Avantel,,
141205,21701,RU,21701,http://delfincom.ru/,1A Yaroslavskoe highway,"ДЕЛЬФИН ТЕЛЕКОМ, ООО",Russia,Pushkino
,21702,,21702,,,Business System Telecom,,
,21703,,21703,,,Uraltranskom Ltd.,,
,21704,RU,21704,https://www.superjob.ru,,SuperJob Ltd.,,Moscow
,21705,,21705,,,SIA Network Operations Center,,
1900,21706,BD,21706,http://www.citycomputers.com.bd,"Public Library Market (1st Floor)
Nirala More",Tangail City Computers,Dhaka,Tangail
,21708,,21708,https://www.radware.com/,,Radware,,
78180-000,21709,BR,21709,http://snbandalarga.com.br/,"AV Santo Antônio, S/N - Centro",SN BANDA LARGA COMERCIO E TELECOMUNICACOES LTDA,Mato Grosso,Santo Antônio do Leverger
,21710,BR,21710,http://www.velocetelecom.com.br,,SANTI E ALMEIDA LTDA - ME,São Paulo,Jaboticabal
,21711,,21711,,,Thomas James Elliott,,
78180-000,21712,BR,21712,http://snbandalarga.com.br/,"AV Santo Antônio, S/N - Centro",SN BANDA LARGA COMERCIO E TELECOMUNICACOES LTDA -,Mato Grosso,Santo Antônio do Leverger
6005,21713,CH,21713,https://www.emdyn.com,"Auf Hirtenhof 2A
6005 St. Niklausen LU",EMDYN AG,Luzern,St. Niklausen LU
76700-000,21714,BR,21714,http://www.simgo.com.br,"Rua Wilson Pena de Oliveira, 1112, Centro",HENRIQUE CANGUSSU ALVES,Goiás,Mozarlândia
,21715,,21715,,,NetPoint Ltd.,,
,21716,,21716,,,Catholic Network Australia Limited,,
,21717,,21717,,,Viser,,
,21719,HK,21719,,,HONGKONG IHUASHU INTERNET TECHNOLOGY LIMITED,,
,21720,RU,21720,http://svyaz.net,Moscow,Svyazinves limited liability company,,Moscow
020343,21721,RO,21721,http://www.vivatelecom.ro,"Strada Turnul Eiffel 15
Sector 2",Viva Telecom SRL,Bucharest,Bucharest
,21722,IN,21722,https://xconnect.co.in,"First Floor, NRT Tech Park",XConnect Data Centers Private Limited,Andhra Pradesh,Mangalagiri
59074340,21725,BR,21725,http://www.ed-linkrn.com.br,"Rua Maristela Alves, 595 - Felipe Camarão",ED-LINK TELECOM,Rio Grande do Norte,Natal
33132-1709,21726,US,21726,http://www.airtekinternet.com/,50 NE 9th St,Airtek Solutions C.A.,FL,Miami
,21727,,21727,,,"Enotch Technologies, LLC",,
72949,21728,US,21728,http://waveruralconnect.com/,PO Box 77,"Wave Rural Connect, LLC",AR,Ozark
,21729,TW,21729,https://azsopro.net/,,AzSoPro,,
70806,21730,DE,21730,https://www.msg-gruppe.de/omnidat,Albstr. 20-22,omnidat GmbH,,Kornwestheim
37920-000,21731,BR,21731,http://www.maximanetseg.com.br/,"AV.FLORIANÓPOLIS, 13 JD. PLANALTO
AV FLORIANOPOLIS",MAXIMA INTERNET BANDA LARGA,MG,São
127018,21733,RU,21733,http://www.mediascope.net,Dvincev St 12 bil 1,JSC ADFACT,,Moscow
42801-170,21734,BR,21734,http://www.netuno2.com.br,,NETUNO DO BRASIL TELECOM LTDA,Bahia,Camaçari
88745000,21735,BR,21735,http://www.se-connect.net.br,"Ruas Joao Rodrigues Martins
Ruas Joao Rodrigues Martins",SE-CONNECT INTERNET BANDA LARGA LTDA ME,SC,Capivari de Baixo
38190000,21736,BR,21736,http://www.goldinternet.com.br,"Rua Antonio Carlos
N 537",HELENA CRISTINA DA SILVA EIRELI - ME,Minas Gerais,Sacramento
77650-000,21737,BR,21737,http://skypowernet.com.br,"Av. Salvador Noleto, nº 247",SKY POWER INFORMATICA LTDA - ME,Tocantins,Miracema do Tocantins
,21738,,21738,,,MARISETE DE FARIAS ME,,
94105,21739,US,21739,https://trulia.com,"535 Mission St
Floor 7",Trulia,CA,San Francisco
1213,21740,BD,21740,http://www.btraccl.com,"Plot#68, Block#H, Road#11,
Banani",Bangla Trac Communications Ltd,Dhaka,Dhaka
9301,21741,ZA,21741,http://www.ncc.co.za,Corner of Bree and Lombard Street,Network & Computing Consultants (Pty) Ltd,Free State,Bloemfontein
,21742,,21742,,,Unet Communication LLC,,
89790-000,21743,BR,21743,http://www.conectturbotelecom.com.br,"Avenida Assis Brasil, 203 - Centro",Conect Turbo Telecom Eireli-Me,Santa Catarina,Ipumirim
AZ1122,21744,AZ,21744,http://azeronline.com,"Baku, Azerbaijan, Azercell Plaza
61A Tbilisi ave.",Azeronline Information Services,Nasimi,Baku
58400,21746,MX,21746,http://www.gbic.mx,"Aldama 35
Col Centro",INTERNET TELEFONIA Y TV DE MICHOACAN SA DE CV,Michoacan,Coeneo de la Libertad
1229,21747,PH,21747,http://www.ptt.com.ph,"Spirit of Communications Center Building 106 Carlos Palanca Street, Legaspi Village","Philippine Telegraph and Telephone Corporation,",NCR,Makati
,21748,US,21748,https://www.aramcoservices.com,,Aramco,,
